"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
1/1/1979,-3.75,40.4336013793945,577,9.71800000000002,7.12799999999999,1.73377998,5.16322896048338,0.85599351093705,2.72840688,
1/2/1979,-3.75,40.4336013793945,577,9.98000000000002,3.83800000000002,2.2384638,1.85507656414427,0.856815064753893,8.80486587,
1/3/1979,-3.75,40.4336013793945,577,8.93000000000001,2.56099999999998,5.245969356,5.88635702104592,0.923346902264135,0.617175,
1/4/1979,-3.75,40.4336013793945,577,7.28800000000001,4.87,2.192113224,5.59854453135747,0.879617316274312,3.60770688,
1/5/1979,-3.75,40.4336013793945,577,7.113,1.50200000000001,0.0583648992,1.47356715814778,0.857505794929742,8.28146178,
1/6/1979,-3.75,40.4336013793945,577,8.55700000000002,0.286999999999978,0,5.36384043801693,0.789722582529491,9.44336115,
1/7/1979,-3.75,40.4336013793945,577,6.887,3.38200000000001,6.718825512,4.54940576339863,0.890136252435551,0.89201241,
1/8/1979,-3.75,40.4336013793945,577,8.84699999999998,5.20699999999999,1.43852256,1.91280131242574,0.899259205911466,3.094875,
1/9/1979,-3.75,40.4336013793945,577,8.17099999999999,4.64699999999999,0.2197264536,2.09352717057925,0.859563468414935,3.35244393,
1/10/1979,-3.75,40.4336013793945,577,7.625,3.61500000000001,0.2523422304,4.67504409072981,0.821779942369143,7.86448017,
1/11/1979,-3.75,40.4336013793945,577,8.99799999999999,6.57499999999999,2.092552092,5.76376035059779,0.865260719378656,1.41170661,
1/12/1979,-3.75,40.4336013793945,577,11.303,6.01900000000001,0.1647950832,4.89320347496281,0.843347624526699,6.01284375,
1/13/1979,-3.75,40.4336013793945,577,11.305,3.13499999999999,0,2.19606918982959,0.851956794151354,9.69372927,
1/14/1979,-3.75,40.4336013793945,577,10.493,1.53100000000001,0,1.7013290503599,0.841986107900265,10.1077866,
1/15/1979,-3.75,40.4336013793945,577,10.081,0.206000000000017,0,1.673574872762,0.869131083476746,10.11194667,
1/16/1979,-3.75,40.4336013793945,577,10.049,0.882000000000005,0,1.01980855166264,0.837183350681278,10.26939627,
1/17/1979,-3.75,40.4336013793945,577,8.01900000000001,0.348000000000013,0.010299672,1.71871196157545,0.829080351989184,10.19480454,
1/18/1979,-3.75,40.4336013793945,577,5.37,2.71699999999998,6.33859668,3.20540313355287,0.945078343723853,0.91423179,
1/19/1979,-3.75,40.4336013793945,577,10.915,5.63999999999999,20.16077076,6.14770958719242,0.944373863190773,1.63046286,
1/20/1979,-3.75,40.4336013793945,577,8.04500000000002,2.25799999999998,1.2342451464,2.01498436994176,0.803657328612974,10.6111125,
1/21/1979,-3.75,40.4336013793945,577,6.33100000000002,1.47899999999998,10.1202951312,3.82676031932865,0.885542847846577,3.9529107,
1/22/1979,-3.75,40.4336013793945,577,9.096,4.459,6.190106544,2.59874388459117,0.908529120284626,8.329439952,
1/23/1979,-3.75,40.4336013793945,577,9.32799999999997,1.15499999999997,0.183677796,2.02246677162521,0.869330450253565,10.384313832,
1/24/1979,-3.75,40.4336013793945,577,9.42099999999999,0.185000000000002,0,1.68599939496822,0.834878419706705,10.143956232,
1/25/1979,-3.75,40.4336013793945,577,6.78300000000002,1.291,0.3682142064,1.98362316083822,0.909444023788493,5.12437581,
1/26/1979,-3.75,40.4336013793945,577,9.32600000000002,4.96800000000002,8.062075008,4.18034963199873,0.929749101443526,2.83770081,
1/27/1979,-3.75,40.4336013793945,577,10.968,8.70999999999998,32.63111748,7.58053248756385,0.937152634372815,1.78914393,
1/28/1979,-3.75,40.4336013793945,577,8.76600000000002,1.49799999999999,4.099275,4.29181584133462,0.875505582841466,3.50684667,
1/29/1979,-3.75,40.4336013793945,577,4.43200000000002,0.20999999999998,0.5312921688,5.76884971038613,0.900359736113907,3.38748858,
1/30/1979,-3.75,40.4336013793945,577,6.08100000000002,-0.269000000000005,1.7629612632,3.90174082846645,0.839158030234992,6.666188832,
1/31/1979,-3.75,40.4336013793945,577,7.23099999999999,-1.57600000000002,0,1.1542584416772,0.753155225767891,11.925054,
2/1/1979,-3.75,40.4336013793945,577,6.53399999999999,1.29000000000002,2.3654929176,2.97159340562786,0.861186243196069,2.36885472,
2/2/1979,-3.75,40.4336013793945,577,11.597,6.00999999999999,1.956939984,3.8749151768179,0.935480052221133,3.13222824,
2/3/1979,-3.75,40.4336013793945,577,12.504,7.00900000000001,0.2849579064,4.58686553763672,0.880119916041001,5.878856232,
2/4/1979,-3.75,40.4336013793945,577,11.11,5.89699999999999,5.33609208,4.96772362929911,0.931405009996265,1.5179067,
2/5/1979,-3.75,40.4336013793945,577,14.005,10.912,4.270936212,5.83747673912057,0.867304422547085,4.177861128,
2/6/1979,-3.75,40.4336013793945,577,12.771,9.78199999999998,2.1775242168,5.21975543763779,0.898405480389686,3.34676646,
2/7/1979,-3.75,40.4336013793945,577,12.213,8.53300000000002,4.9163831064,4.82596261049899,0.870810809140131,7.44423696,
2/8/1979,-3.75,40.4336013793945,577,10.953,8.86000000000001,1.266860952,4.72231288750911,0.917536417220505,3.249899424,
2/9/1979,-3.75,40.4336013793945,577,14.123,7.37400000000002,5.5905823224,6.68514471901983,0.838412209810854,11.704948488,
2/10/1979,-3.75,40.4336013793945,577,9.50700000000001,7.61200000000002,10.50138612,6.44116181226782,0.912254218737358,1.63541214,
2/11/1979,-3.75,40.4336013793945,577,10.332,4.70400000000001,4.59709236,4.62628545031558,0.896507691287955,5.787450648,
2/12/1979,-3.75,40.4336013793945,577,8.36500000000001,4.07400000000001,1.3544079264,6.48677610782964,0.888339601009962,2.56157046,
2/13/1979,-3.75,40.4336013793945,577,8.47399999999999,5.118,3.28216464,7.75542405138844,0.875129114776983,8.471135268,
2/14/1979,-3.75,40.4336013793945,577,6.67099999999999,4.37700000000001,8.4508873344,7.27213440884107,0.905558112834701,4.863937392,
2/15/1979,-3.75,40.4336013793945,577,7.69299999999998,0.850000000000023,1.1587142448,4.33309225552911,0.812339409601614,7.70462226,
2/16/1979,-3.75,40.4336013793945,577,2.83600000000001,-3.01100000000002,0.149345388,4.79145501625794,0.653742819839411,10.36760184,
2/17/1979,-3.75,40.4336013793945,577,7.86599999999999,-3.71100000000001,0,2.95759281536472,0.70050415018327,14.86608624,
2/18/1979,-3.75,40.4336013793945,577,10.093,-2.47199999999998,0,1.73729302736411,0.73113145940358,13.93267032,
2/19/1979,-3.75,40.4336013793945,577,11.662,0.97399999999999,0,3.19198392357661,0.835646281479607,14.37794964,
2/20/1979,-3.75,40.4336013793945,577,12.349,1.88400000000001,0,2.54759288490321,0.835365638191567,14.50102572,
2/21/1979,-3.75,40.4336013793945,577,9.81799999999998,2.40899999999999,0.5853651336,1.48677688246811,0.871145382964238,9.13184874,
2/22/1979,-3.75,40.4336013793945,577,11.384,2.55900000000003,0.051498396,2.93717079372093,0.788769811611527,15.16916304,
2/23/1979,-3.75,40.4336013793945,577,10.546,-0.0550000000000068,0,3.32473668225615,0.724983197651831,15.64689132,
2/24/1979,-3.75,40.4336013793945,577,9.39100000000002,-1.34399999999999,0,4.01795054972492,0.644912980994333,16.11708876,
2/25/1979,-3.75,40.4336013793945,577,7.005,-2.76799999999997,0,3.54492097937492,0.592054540012335,16.43191884,
2/26/1979,-3.75,40.4336013793945,577,9.17399999999998,-3.118,0,2.88479341948362,0.614747044896733,15.48162756,
2/27/1979,-3.75,40.4336013793945,577,10.678,-3.03100000000001,0,2.44372434908177,0.659040418601054,16.6617576,
2/28/1979,-3.75,40.4336013793945,577,6.54500000000002,-0.951000000000022,1.8110276064,3.25010848241755,0.793107899353089,7.20337518,
3/1/1979,-3.75,40.4336013793945,577,7.863,-0.899000000000001,0.058364856,4.60393005054897,0.709581696053932,16.00857855,
3/2/1979,-3.75,40.4336013793945,577,8.94900000000001,-1.714,0,3.06703734330189,0.757719254259681,16.02792648,
3/3/1979,-3.75,40.4336013793945,577,13.08,1.38299999999998,0,1.91405348050522,0.768560102690618,16.48333395,
3/4/1979,-3.75,40.4336013793945,577,16.039,2.74000000000001,0,1.92507853504011,0.766954371508324,16.66546425,
3/5/1979,-3.75,40.4336013793945,577,15.047,5.21899999999999,0,2.22735783725216,0.776703263702216,15.75533682,
3/6/1979,-3.75,40.4336013793945,577,11.12,3.32600000000002,0.0755310456,2.89441436709295,0.855303735574524,8.52637356,
3/7/1979,-3.75,40.4336013793945,577,10.496,2.39699999999999,7.820890992,2.22822760217411,0.89792148224113,6.13474344,
3/8/1979,-3.75,40.4336013793945,577,11.716,2.89600000000002,0.1373291568,1.37400564434745,0.847392398206583,11.60644482,
3/9/1979,-3.75,40.4336013793945,577,13.906,-1.54899999999998,0,1.40761679614882,0.87624101353788,17.98166412,
3/10/1979,-3.75,40.4336013793945,577,14.866,2.95600000000002,0,2.06057557300679,0.835601705730797,17.77685697,
3/11/1979,-3.75,40.4336013793945,577,18.478,5.03100000000001,0,1.57857728001301,0.743582076261579,18.213976818,
3/12/1979,-3.75,40.4336013793945,577,18.908,5.245,0,1.77879515161824,0.632271163799146,18.61498395,
3/13/1979,-3.75,40.4336013793945,577,18.115,3.93400000000003,0.34847262,2.22336231696287,0.750742878524069,18.569025018,
3/14/1979,-3.75,40.4336013793945,577,8.971,4.17500000000001,2.035903752,5.2621833153756,0.884425293617449,5.69159811,
3/15/1979,-3.75,40.4336013793945,577,7.834,0.461000000000013,4.391101404,5.52554094147116,0.763681386033209,17.8563402,
